一切	hVX OMS
發祥地	AZP RpQ GGS
發言人	AZP gZc cVQ
發言權	AZP gZc fgo
發電機	AZP GfS dIc
白木耳	CrD DAD cHR
白熱化	CrD cgT ini
白皮書	CrD CFI aJQ
白茫茫	CrD DqA DqA
白蘭地	CrD IcQ GGS
白血球	CrD ifj fyM
白血病	CrD ifj CsK
白話文	CrD jRi DXM
目的地	DBP EvT GGS
直升機	LwT awQ dIc
直溜溜	LwT IyC IyC
眼珠子	geR XKg NHR
研究員	gfS dyO kXs
破天荒	BlC FfQ iqg
礦泉水	drh Pgg aGh
私有化	QGQ kyN ini
科學家	elg jED dnQ
端午節	Ecg gLB NfT
競爭力	fsa StQ IwT
筆記本	AVL dHe AaB
精神病	NuQ bVQ CsK
糖尿病	GqQ HhS CsK
紀念品	dHd H5S B1J
紀念日	dHd H5S cVT
紀念碑	dHd H5S AFI
紀念館	dHd H5S dci
紅血球	jAA ifj fyM
納悶兒	H2T DaC cFQ
紫外線	NFR gOi QgS
終端機	XBA Ecg dIc
維他命	lGg FlQ DsK
繼承人	dMS ZwQ cVQ
繼承權	dMS ZwQ fgo
纖維素	Q4Q lGg QLC
老人家	IkR cVQ dnQ
老太太	IkR FOS FOS
老年人	IkR HfQ cVQ
老百姓	IkR ArD QuS
老頭兒	IkR GzA cFQ
老頭子	IkR GzA NHR
考古學	ekR dLB jED
聊天兒	IhQ FfQ cFQ
職業病	XwT g8f CsK
胡椒粉	jLA NiQ AXN
胡蘿蔔	jLA IlQ CxD
膽固醇	E3R dLC ZVg
自信心	PGS QVS Q1Q
自助餐	PGS UJS OcQ
自動化	PGS GAB ini
自然界	PGS cgQ dQS
航海家	jqQ iTR dnQ
芝麻醬	XHQ DnA NpS
芭蕾舞	AnA ISh DKN
藍籌股	I3Q LyA dLB
藝術品	gNW bVj B1J
藝術家	gNW bVj dnQ
血友病	ifj kyN CsK
血小板	ifj QiR AdB
血淋淋	ifj I1Q I1Q
規範化	dFk C9N ini
設計師	agT dMS VGQ
許可證	iJd elR XwS
試用期	aHS lDC fHc
試金石	aHS d1Y ZuT
讀書人	GAD aJQ cVQ
變電站	AgK GfS J6S
豆腐乳	GzC CKN cKh
負責人	CyN StT cVQ
賣關子	DPC ddg NHR
起訴書	eHd QLC aJQ
輔導員	CKN GkS kXs
辦公室	CeC dAA aVT
辯護人	CgJ jLC cVQ
迪士尼	GvT UHR MGQ
退休金	FSi iyM d1Y
通心粉	FAA Q1Q AXN
進口商	NVS ezB apQ
運動員	kXu GAB kXs
運動場	kXu GAB LpQ
運動服	kXu GAB CBP
酸溜溜	Qcg IyC IyC
醜八怪	YyB AeD dQi
里程碑	IHR LuQ AFI
金字塔	d1Y PHS F3T
鋼琴家	dqQ f1Y dnQ
開場白	eTQ LpQ CrD
開心果	eTQ Q1Q dlh
開發商	eTQ AZP apQ
附加值	CKO dnQ LHS
陪審員	CSA a1R kXs
陪審團	CSA a1R Gcg
集裝箱	P1T SpQ QpQ
雞尾酒	dMQ DIN NyB
電子琴	GfS NHR f1Y
電影節	GfS hsZ NfT
電氣化	GfS eIe ini
電話線	GfS jRi QgS
靜悄悄	PuR OiR OiR
頂呱呱	EvR dLA dLA
顯微鏡	ifR DIM dsa
馬拉松	DnB I2T RDA
體溫計	FMR hag dMS
髮型師	AZP jvQ VGQ
鬼門關	dIt DaA ddg
魔術師	DlA bVj VGQ
魚子醬	gJc NHR NpS
麥芽糖	DtD gnQ GqQ
麻醉藥	DnA NGi lpT
一勞永逸	hVX IkQ ksp lVT
一呼百應	hVX iLA ArD hwe
一帆風順	hVX C9M ABM bVi
一廂情願	hVX QpQ PuQ gZu
一掃而空	hVX QkR cHQ eAA
一日千里	hVX cVT OfQ IHR
一朝一夕	hVX JiQ hVX RuT
一枝獨秀	hVX XFQ GAD QyC
一清二楚	hVX OuQ cGS TJS
一無所有	hVX DKM VJR kyN
一目了然	hVX DBP IhR cgQ
一舉兩得	hVX dJd IpR ExT
一見如故	hVX dfS cJQ dLC
一觸即發	hVX YDD NwT AZP
一頭霧水	hVX GzA DKO aGh
亂七八糟	Ici OVT AeD NkQ
五花八門	gLB ing AeD DaA
井井有條	NuR NuR kyN GhQ
亦步亦趨	luT CLC luT OKg
人傑地靈	cVQ fgb GGS IvQ
人山人海	cVQ VeQ cVQ iTR
似是而非	RHR ZFR cHQ AIM
俯拾皆是	AKN Z1T dQQ ZFR
價廉物美	dnS I4Q DXP DGJ
入鄉隨俗	c1T ipc RFg RDD
全力以赴	Pgg IwT lHR BKO
全心全意	Pgg Q1Q Pgg hHe
再接再厲	NTS N4T NTS INS
凡夫俗子	C9M AKM RDD NHR
別有用心	CgL kyN lDC Q1Q
刻骨銘心	exT daj DvA Q1Q
前所未有	PfQ VJR DIO kyN
勇往直前	lDB kpt LwT PfQ
十全十美	Z1T Pgg Z1T DGJ
千瘡百孔	OfQ TpQ ArD eAB
千篇一律	OfQ BgE hVX IVj
千絲萬縷	OfQ QHQ DZO IKh
半信半疑	AcC QVS AcC gHc
卓有成效	JED kyN ZuQ jjS
南轅北轍	H2Q kZs AxD LgT
口誅筆伐	ezB JKg AVL CZP
古色古香	dLB VwT dLB ipc
史無前例	VHR DKM PfQ INS
各就各位	dqT PyC dqT kGq
同心協力	GAA Q1Q j5T IwT
名存實亡	DuE Pag bVT DpM
唾手可得	Fli ayB elR ExT
問心無愧	DXO Q1Q DKM dGq
喜氣洋洋	iHd eIe lpQ lpQ
因地制宜	hVU GGS XNS gFY
地動山搖	GGS GAB VeQ liQ
多愁善感	ElQ UyA ZgR d2R
多才多藝	ElQ PTQ ElQ gNW
多此一舉	ElQ OFR hVX dJd
天南地北	FfQ H2Q GGS AxD
天荒地老	FfQ iqg GGS IkR
奄奄一息	h4Z h4Z hVX QwT
字正腔圓	PHS XuS eEA kgo
學以致用	jED lHR JGS lDC
實至名歸	bVT XGS DuE dIs
山清水秀	VeQ OuQ aGh QyC
形形色色	jvQ jvQ VwT VwT
彬彬有禮	AVI AVI kyN IMR
徒勞無功	GLA IkQ DKM dAA
得心應手	ExT Q1Q hwe ayB
得意忘形	ExT hHe DpO jvQ
循循善誘	RVg RVg ZgR lyB
循規蹈矩	RVg dFk GkS dKt
心曠神怡	Q1Q eqi bVQ lHQ
心有餘悸	Q1Q kyN lJQ fGm
忍無可忍	cVR DKM elR cVR
怦然心動	BtA cgQ Q1Q GAB
悲天憫人	AGI FfQ DVJ cVQ
應運而生	hwe kXu cHQ VsQ
手舞足蹈	ayB DKN NDD GkS
手足無措	ayB NDD DKM OLC
抑揚頓挫	hwb lpQ Eai Nli
拍案叫絕	BrD hcS dhS Pgj
拭目以待	awT DBP lHR GTR
指日可待	XGR cVT elR GTR
按部就班	hcS CLB PyC AdA
據理力爭	dJe IHR IwT StQ
擲地有聲	LuT GGS kyN auQ
日新月異	cVT QVQ gZv lHS
明知故犯	DsI JFQ dLC C9N
暢所欲言	KpS VJR lDD gZc
曇花一現	G2Q ing hVX jfS
有板有眼	kyN AdB kyN geR
有聲有色	kyN auQ kyN VwT
杳無人煙	hhR DKM cVQ hfQ
栩栩如生	iKt iKt cJQ VsQ
欣欣向榮	iYc iYc ipe kso
歇斯底里	iZf QFQ EMR IHR
水到渠成	aGh EkS fJc ZuQ
沁人心脾	O1S cVQ Q1Q CFE
沉默寡言	L1Q DxD dnh gZc
津津有味	NVQ NVQ kyN DIO
海闊天空	iTR ecj FfQ eAA
溫文爾雅	hag DXM cFR gnR
灰飛煙滅	iSg AIM hfQ DgH
無懈可擊	DKM dPS elR dvT
無拘無束	DKM dKs DKM aDD
無時無刻	DKM ZHQ DKM exT
無關痛癢	DKM ddg FAC lpR
煥然一新	ici cgQ hVX QVQ
燃眉之急	cgQ DGI XHQ d1b
獨一無二	GAD hVX DKM cGS
琳瑯滿目	I1Q IqQ DcB DBP
異口同聲	lHS ezB GAA auQ
異軍突起	lHS dXs Gaj eHd
發憤圖強	AZP CXN GLA fpc
百無聊賴	ArD DKM IhQ IOS
瞬息萬變	aVi QwT DZO AgK
知己知彼	JFQ dHd JFQ AFJ
突飛猛進	Gaj AIM DrB NVS
精益求精	NuQ huX fyM NuQ
紙醉金迷	XFR NGi d1Y DMA
紛至沓來	BXM XGS G2T ITQ
絕無僅有	Pgj DKM fVa kyN
綽綽有餘	YpT YpT kyN lJQ
繼往開來	dMS kpt eTQ ITQ
翩翩起舞	BgE BgE eHd DKN
耳目一新	cHR DBP hVX QVQ
聖誕老人	auS GcR IkR cVQ
肅然起敬	QBD cgQ eHd dsa
肆無忌憚	QGS DKM fHe GcS
胡蘿蔔素	jLA IlQ CxD QLC
腳踏實地	dpf F2T bVT GGS
自慚形穢	PGS P3Q jvQ hUu
自欺欺人	PGS eHc eHc cVQ
萬無一失	DZO DKM hVX aVT
萬紫千紅	DZO NFR OfQ jAA
蠢蠢欲動	YVh YVh lDD GAB
觸目驚心	YDD DBP dsY Q1Q
諾貝爾獎	HqT AOC cFR NpR
變本加厲	AgK AaB dnQ INS
賞心悅目	apR Q1Q lgj DBP
躍躍欲試	lpT lpT lDD aHS
運籌帷幄	kXu LyA kGo hED
遙遙無期	liQ liQ DKM fHc
金碧輝煌	d1Y AsL iIs jqg
開宗明義	eTQ NCA DsI gFa
隔靴搔癢	dtT ims QkQ lpR
隨心所欲	RFg Q1Q VJR lDD
隨時隨地	RFg ZHQ RFg GGS
隨波逐流	RFg AlA LBD IyA
震耳欲聾	XVS cHR lDD IAA
順理成章	bVi IHR ZuQ XpQ
頭昏腦脹	GzA iag HkR JpS
頭破血流	GzA BlC ifj IyA
頭頭是道	GzA GzA ZFR GkR
飛禽走獸	AIM f1Y NzB ayC
鬼斧神工	dIt AKN bVQ dAA
黯然失色	h6R cgQ aVT VwT
